album title,song title,song id,year
The Beatles (White Album) [Super Deluxe],Dear Prudence (2018 Mix),4078814,2018
N/A,Dear Prudence (2018 Mix),4078814,N/A
The Beatles (White Album) [Super Deluxe],Dear Prudence (Esher Demo),4078572,2018
N/A,Dear Prudence (Esher Demo),4078572,N/A
The Beatles (White Album) [Super Deluxe],"Dear Prudence (Vocal, Guitar & Drums)",4078629,2018
N/A,"Dear Prudence (Vocal, Guitar & Drums)",4078629,N/A
N/A,Dear Wack!,210336,N/A
Live At The BBC. Disk 1,"Dear Wack! (Live at the BBC for ""Saturday Club"" / 24th August, 1963)",5373401,1994
N/A,"Dear Wack! (Live at the BBC for ""Saturday Club"" / 24th August, 1963)",5373401,N/A
N/A,Devil in Her Heart,123432,N/A
The Japan Box,Devil in Her Heart,123432,2014
With the Beatles,Devil in Her Heart,123432,1963
The U.S. Albums,Devil in Her Heart,123432,2014
The Beatles (The Original Studio Recordings) Boxset,Devil in Her Heart,123432,2009
The Beatles' Long Tall Sally,Devil in Her Heart,123432,1964
The Beatles' Second Album,Devil in Her Heart,123432,1964
On Air - Live At The BBC Volume 2,Devil in Her Heart (Live),4698567,2013
N/A,Devil in Her Heart (Live),4698567,N/A
N/A,Dig It,186562,N/A
Let It Be,Dig It,186562,1970
Let It Be... Naked,Dig a Pony,123442,2003
Let It Be,Dig a Pony,123442,1970
N/A,Dig a Pony,123442,N/A
N/A,Dig a Pony (Glyn Johns' Mix),5259969,N/A
Anthology 3,Dig a Pony (Savile Row Sessions),5337423,1996
Now Again!,"Ding Dong, Ding Dong",105959,1974
Help! (UK),Dizzy Miss Lizzy,123819,1965
Beatles VI,Dizzy Miss Lizzy,123819,1965
N/A,Dizzy Miss Lizzy,123819,N/A
The Beatles (The Original Studio Recordings) Boxset,Dizzy Miss Lizzy,123819,2009
Rock 'n' Roll Music,Dizzy Miss Lizzy,123819,1976
The U.S. Albums,Dizzy Miss Lizzy,123819,2014
Live At The BBC. Disk 2,Dizzy Miss Lizzy [Live at the BBC Disk 2],5402994,1994
N/A,Dizzy Miss Lizzy [Live at the BBC Disk 2],5402994,N/A
N/A,Dizzy Miss Lizzy [Live at the Hollywood Bowl],5376384,N/A
The Beatles at the Hollywood Bowl,Dizzy Miss Lizzy [Live at the Hollywood Bowl],5376384,1977
Live at the Hollywood Bowl,Dizzy Miss Lizzy [Live at the Hollywood Bowl],5376384,2016
Please Please Me,Do You Want to Know a Secret,117720,1963
Twist and Shout (EP),Do You Want to Know a Secret,117720,1963
The Early Beatles,Do You Want to Know a Secret,117720,1965
The Beatles (The Original Studio Recordings) Boxset,Do You Want to Know a Secret,117720,2009
The Beatles Ballads,Do You Want to Know a Secret,117720,1980
The U.S. Albums,Do You Want to Know a Secret,117720,2014
Twist and Shout,Do You Want to Know a Secret,117720,1964
N/A,Do You Want to Know a Secret,117720,N/A
The Japan Box,Do You Want to Know a Secret,117720,2014
Introducing... The Beatles,Do You Want to Know a Secret,117720,1964
The Beatles Bootleg Recordings 1963,"Do You Want to Know a Secret (Live at the BBC for ""Saturday Club"" / 16th March, 1963)",5343694,2013
N/A,Do You Want to Know a Secret (Live),4696328,N/A
On Air - Live At The BBC Volume 2,Do You Want to Know a Secret (Live),4696328,2013
The Beatles Bootleg Recordings 1963,Do You Want to Know a Secret (Take 7),5343662,2013
N/A,Doctor Robert,106578,N/A
The U.S. Albums,Doctor Robert,106578,2014
The Beatles (The Original Studio Recordings) Boxset,Doctor Robert,106578,2009
Revolver (UK),Doctor Robert,106578,1966
Yesterday and Today,Doctor Robert,106578,1966
Meet the Beatles!,Don't Bother Me,123419,1964
N/A,Don't Bother Me,123419,N/A
With the Beatles,Don't Bother Me,123419,1963
The Japan Box,Don't Bother Me,123419,2014
The U.S. Albums,Don't Bother Me,123419,2014
The Beatles (The Original Studio Recordings) Boxset,Don't Bother Me,123419,2009
N/A,Don't Ever Change,210772,N/A
Live At The BBC. Disk 2,Don't Ever Change,210772,1994
The Singles Collection,Don't Let Me Down,112429,2019
The U.S. Albums,Don't Let Me Down,112429,2014
Past Masters * Volume Two,Don't Let Me Down,112429,1988
1967-1970 (The Blue Album),Don't Let Me Down,112429,1973
N/A,Don't Let Me Down,112429,N/A
Hey Jude,Don't Let Me Down,112429,1970
N/A,Don't Let Me Down (Naked Version),5347042,N/A
Let It Be... Naked,Don't Let Me Down (Naked Version),5347042,2003
The Beatles (The Original Studio Recordings) Boxset,Don't Pass Me By,76297,2009
N/A,Don't Pass Me By,76297,N/A
The Beatles (The White Album),Don't Pass Me By,76297,1968
The Beatles (White Album) [Super Deluxe],Don't Pass Me By (2018 Mix),4078826,2018
N/A,Don't Pass Me By (2018 Mix),4078826,N/A
Anthology 3,Don't Pass Me By (Takes 3 & 5),5299700,1996
N/A,Down in Eastern Australia,1308579,N/A
N/A,Dream Baby,1246033,N/A
The Beatles (The Original Studio Recordings) Boxset,Drive My Car,111330,2009
Rubber Soul (UK),Drive My Car,111330,1965
Yesterday and Today,Drive My Car,111330,1966
Nowhere Man (EP),Drive My Car,111330,1966
1962-1966 (The Red Album),Drive My Car,111330,1973
Drive My Car (EP),Drive My Car,111330,1966
N/A,Drive My Car,111330,N/A
Rock 'n' Roll Music,Drive My Car,111330,1976
The U.S. Albums,Drive My Car,111330,2014
N/A,Drive My Car/The Word/What You're Doing,1807949,N/A
N/A,Drive My Car/The Word/What You're Doing (LOVE Version),5171754,N/A
Love,Drive My Car/The Word/What You're Doing (LOVE Version),5171754,2006
Beatles VI,Eight Days a Week,88519,1965
Beatles For Sale (EP),Eight Days a Week,88519,1965
Anthology 1,Eight Days a Week,88519,1995
The U.S. Albums,Eight Days a Week,88519,2014
Beatles for Sale,Eight Days a Week,88519,1964
1962-1966 (The Red Album),Eight Days a Week,88519,1973
1,Eight Days a Week,88519,2000
The Beatles (The Original Studio Recordings) Boxset,Eight Days a Week,88519,2009
Anthology Highlights,Eight Days a Week,88519,2011
N/A,Eight Days a Week,88519,N/A
Revolver (US),Eleanor Rigby,1577,1966
1,Eleanor Rigby,1577,2000
The Beatles (The Original Studio Recordings) Boxset,Eleanor Rigby,1577,2009
Yellow Submarine Songtrack,Eleanor Rigby,1577,1999
1962-1966 (The Red Album),Eleanor Rigby,1577,1973
The U.S. Albums,Eleanor Rigby,1577,2014
20 Greatest Hits,Eleanor Rigby,1577,1982
Revolver (UK),Eleanor Rigby,1577,1966
N/A,Eleanor Rigby,1577,N/A
The Singles Collection,Eleanor Rigby,1577,2019
Anthology 2,Eleanor Rigby (Strings Only),5373516,1996
N/A,Eleanor Rigby (Strings Only),5373516,N/A
N/A,Eleanor Rigby / Julia (Transition),1827224,N/A
Love,Eleanor Rigby / Julia (Transition),1827224,2006
N/A,Eleanor Rigby/Julia (LOVE Version),5169117,N/A
The Beatles (The Original Studio Recordings) Boxset,Every Little Thing,123804,2009
Beatles VI,Every Little Thing,123804,1965
The U.S. Albums,Every Little Thing,123804,2014
Love Songs,Every Little Thing,123804,1977
N/A,Every Little Thing,123804,N/A
Beatles for Sale,Every Little Thing,123804,1964
The Beatles (The White Album),Everybody's Got Something to Hide Except Me and My Monkey,76305,1968
N/A,Everybody's Got Something to Hide Except Me and My Monkey,76305,N/A
The Beatles (The Original Studio Recordings) Boxset,Everybody's Got Something to Hide Except Me and My Monkey,76305,2009
N/A,Everybody's Got Something to Hide Except Me and My Monkey (2018 Mix),4078834,N/A
The Beatles (White Album) [Super Deluxe],Everybody's Got Something to Hide Except Me and My Monkey (2018 Mix),4078834,2018
The Beatles (White Album) [Super Deluxe],Everybody's Got Something to Hide Except Me and My Monkey (Esher Demo),4078585,2018
N/A,Everybody's Got Something to Hide Except Me and My Monkey (Esher Demo),4078585,N/A
The Beatles (White Album) [Super Deluxe],Everybody's Got Something to Hide Except Me and My Monkey (Unumbered Rehearsal),4078610,2018
N/A,Everybody's Got Something to Hide Except Me and My Monkey (Unumbered Rehearsal),4078610,N/A
N/A,Everybody's Trying To Be My Baby (Live in Germany),4817142,N/A
"Live! at the Star-Club in Hamburg, Germany; 1962",Everybody's Trying To Be My Baby (Live in Germany),4817142,1977
Live At The BBC. Disk 2,Everybody's Trying To Be My Baby [Live at the BBC Disk 2],5402977,1994
N/A,Everybody's Trying To Be My Baby [Live at the BBC Disk 2],5402977,N/A
The U.S. Albums,Everybody's Trying to Be My Baby,123808,2014
N/A,Everybody's Trying to Be My Baby,123808,N/A
Rock 'n' Roll Music,Everybody's Trying to Be My Baby,123808,1976
4 By The Beatles,Everybody's Trying to Be My Baby,123808,1965
Beatles for Sale,Everybody's Trying to Be My Baby,123808,1964
Beatles '65,Everybody's Trying to Be My Baby,123808,1964
The Beatles (The Original Studio Recordings) Boxset,Everybody's Trying to Be My Baby,123808,2009
Anthology 2,Everybody's Trying to Be My Baby (Live at Shea Stadium),5373503,1996
N/A,Everybody's Trying to Be My Baby (Live at Shea Stadium),5373503,N/A
Live at the Hollywood Bowl,Everybody's Trying to Be My Baby [Live at the Hollywood Bowl] [Bonus Track],5376408,2016
N/A,Everybody's Trying to Be My Baby [Live at the Hollywood Bowl] [Bonus Track],5376408,N/A
N/A,Fab Four on Film,1616544,N/A
N/A,Falling In Love Again (Live in Germany),4817137,N/A
"Live! at the Star-Club in Hamburg, Germany; 1962",Falling In Love Again (Live in Germany),4817137,1977
"Live! at the Star-Club in Hamburg, Germany; 1962",Falling in Love Again,892164,1977
N/A,Falling in Love Again,892164,N/A
N/A,Feels Right,5819148,N/A
Anthology 1,First of All...It Didn't Do a Thing Here (Interview),5376187,1995
Sgt. Pepper's Lonely Hearts Club Band,Fixing a Hole,76563,1967
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Fixing a Hole,76563,2017
The Beatles (The Original Studio Recordings) Boxset,Fixing a Hole,76563,2009
N/A,Fixing a Hole,76563,N/A
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Fixing a Hole (2017 Remix),5307821,2017
N/A,Fixing a Hole (2017 Remix),5307821,N/A
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Fixing a Hole (Speech and Take 3),3109612,2017
N/A,Fixing a Hole (Speech and Take 3),3109612,N/A
N/A,Fixing a Hole (Take 1),5307913,N/A
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Fixing a Hole (Take 1),5307913,2017
N/A,Fly on the Wall (Bonus Disc),5347069,N/A
Let It Be... Naked,Fly on the Wall (Bonus Disc),5347069,2003
N/A,Flying,192534,N/A
The Beatles (The Original Studio Recordings) Boxset,Flying,192534,2009
Magical Mystery Tour (US),Flying,192534,1967
Magical Mystery Tour (UK),Flying,192534,1967
Revolver (UK),For No One,1576,1966
The Beatles Ballads,For No One,1576,1980
The U.S. Albums,For No One,1576,2014
Love Songs,For No One,1576,1977
The Beatles (The Original Studio Recordings) Boxset,For No One,1576,2009
N/A,For No One,1576,N/A
Revolver (US),For No One,1576,1966
N/A,For You Blue,123452,N/A
Let It Be,For You Blue,123452,1970
Let It Be... Naked,For You Blue,123452,2003
Anthology 3,For You Blue (Savile Row Sessions),5259970,1996
N/A,For You Blue (Savile Row Sessions),5259970,N/A
N/A,Free as a Bird,210535,N/A
Anthology Highlights,Free as a Bird,210535,2011
Anthology 1,Free as a Bird,210535,1995
The Singles Collection,Free as a Bird,210535,2019
Free As A Bird (EP),Free as a Bird,210535,1995
N/A,From A Window,6050460,N/A
Live At The BBC. Disk 1,"From Fluff To You (Live at the BBC for ""From Us To You Say The Beatles"" / 10th March, 1964)",210361,1994
N/A,"From Fluff To You (Live at the BBC for ""From Us To You Say The Beatles"" / 10th March, 1964)",210361,N/A
The Beatles Bootleg Recordings 1963,"From Me To You (Live at the BBC for ""Saturday Club"" / 26th January, 1963)",5343695,2013
Past Masters * Volume One,From Me to You,123525,1988
Twist and Shout,From Me to You,123525,1964
N/A,From Me to You,123525,N/A
20 Greatest Hits,From Me to You,123525,1982
Anthology 1,From Me to You,123525,1995
The Japan Box,From Me to You,123525,2014
The Beatles' Hits (EP),From Me to You,123525,1963
1962-1966 (The Red Album),From Me to You,123525,1973
1,From Me to You,123525,2000
The Singles Collection,From Me to You,123525,2019
The Beatles Bootleg Recordings 1963,From Me to You (Take 5),5343669,2013
The Beatles Bootleg Recordings 1963,From Me to You (Takes 1 & 2),5343668,2013
Help! (US),From Me to You Fantasy (Instrumental),5093092,1965
The U.S. Albums,From Me to You Fantasy (Instrumental),5093092,2014
N/A,"From Us to You (Live at the BBC / Opening Theme from ""From Us to You"" / 1964)",210286,N/A
Live At The BBC. Disk 1,"From Us to You (Live at the BBC / Opening Theme from ""From Us to You"" / 1964)",210286,1994
N/A,Geh raus,5457679,N/A
On Air - Live At The BBC Volume 2,George - Pop Profile,4698594,2013
The U.S. Albums,George Harrison (Spoken Word),5093083,2014
Let It Be,Get Back,3816340,1970
N/A,Get Back,3816340,N/A
Love,Get Back (LOVE Version),5166376,2006
N/A,Get Back (LOVE Version),5166376,N/A
N/A,Get Back (Live / Take One),5842083,N/A
Complete Rooftop Concert (Unofficial),Get Back (Live / Take One),5842083,2008
Complete Rooftop Concert (Unofficial),Get Back (Live / Take Two),5842097,2008
N/A,Get Back (Live / Take Two),5842097,N/A
Let It Be... Naked,Get Back (Naked Version),5347058,2003
N/A,Get Back (Naked Version),5347058,N/A
N/A,Get Back (No Pakistanis Version),2914357,N/A
N/A,Get Back (Reprise),5259881,N/A
1,Get Back (Single Version),65316,2000
N/A,Get Back (Single Version),65316,N/A
The Singles Collection,Get Back (Single Version),65316,2019
20 Greatest Hits,Get Back (Single Version),65316,1982
1967-1970 (The Blue Album),Get Back (Single Version),65316,1973
Rock 'n' Roll Music,Get Back (Single Version),65316,1976
Past Masters * Volume Two,Get Back (Single Version),65316,1988
Reel Music,Get Back (Single Version),65316,1982
Anthology 3,Get Back (Take 3 - Live at The Beatles Rooftop Concert),5346971,1996
N/A,Get Back (Take 3 - Live at The Beatles Rooftop Concert),5346971,N/A
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Getting Better,76561,2017
N/A,Getting Better,76561,N/A
The Beatles (The Original Studio Recordings) Boxset,Getting Better,76561,2009
Sgt. Pepper's Lonely Hearts Club Band,Getting Better,76561,1967
N/A,Getting Better (2017 Remix),5307820,N/A
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Getting Better (2017 Remix),5307820,2017
The Beatles - Getting Better All the Time,Getting Better (2017 Remix),5307820,2021
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),"Getting Better (Take 1, Instrumental and Speech at the End)",3109604,2017
N/A,"Getting Better (Take 1, Instrumental and Speech at the End)",3109604,N/A
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Getting Better (Take 12),5307917,2017
The U.S. Albums,Girl,71857,2014
Rubber Soul (UK),Girl,71857,1965
The Beatles (The Original Studio Recordings) Boxset,Girl,71857,2009
1962-1966 (The Red Album),Girl,71857,1973
Love Songs,Girl,71857,1977
N/A,Girl,71857,N/A
Rubber Soul (US),Girl,71857,1965
N/A,Girl (LOVE Version),5174505,N/A
Love,Girl (LOVE Version),5174505,2006
N/A,Glad All Over,210748,N/A
Live At The BBC. Disk 2,Glad All Over,210748,1994
N/A,Glass Onion,75663,N/A
The Beatles (The White Album),Glass Onion,75663,1968
The Beatles (The Original Studio Recordings) Boxset,Glass Onion,75663,2009
N/A,Glass Onion (2018 Mix),4078815,N/A
The Beatles (White Album) [Super Deluxe],Glass Onion (2018 Mix),4078815,2018
Anthology 3,Glass Onion (Esher Demo),4078573,1996
The Beatles (White Album) [Super Deluxe],Glass Onion (Esher Demo),4078573,2018
N/A,Glass Onion (Esher Demo),4078573,N/A
N/A,Glass Onion (LOVE Version),5166391,N/A
Love,Glass Onion (LOVE Version),5166391,2006
N/A,Glass Onion (Love Remix),2951651,N/A
The Beatles (White Album) [Super Deluxe],Glass Onion (Take 10),4078634,2018
N/A,Glass Onion (Take 10),4078634,N/A
Anthology 3,Glass Onion (Take 33),5337409,1996
N/A,Gnik Nus,922235,N/A
Love,Gnik Nus,922235,2006
N/A,Gnik Nus (LOVE Version),5171729,N/A
N/A,Golden Slumbers,107914,N/A
Abbey Road,Golden Slumbers,107914,1969
N/A,Golden Slumbers (2019 Mix),5307748,N/A
Abbey Road (Super Deluxe Edition),Golden Slumbers (2019 Mix),5307748,2019
The Beatles - Study Songs Vol. 1,Golden Slumbers / Carry That Weight (Take 17 - Instrumental - Strings & Brass Only),4773386,2020
Abbey Road (Super Deluxe Edition),Golden Slumbers / Carry That Weight (Take 17 - Instrumental - Strings & Brass Only),4773386,2019
N/A,Golden Slumbers / Carry That Weight (Take 17 - Instrumental - Strings & Brass Only),4773386,N/A
Abbey Road (Super Deluxe Edition),Golden Slumbers / Carry That Weight (Takes 1-3 / Medley),4773375,2019
N/A,Golden Slumbers / Carry That Weight (Takes 1-3 / Medley),4773375,N/A
N/A,Good Day Sunshine,106571,N/A
Revolver (UK),Good Day Sunshine,106571,1966
The Beatles - Getting Better All the Time,Good Day Sunshine,106571,2021
Revolver (US),Good Day Sunshine,106571,1966
The U.S. Albums,Good Day Sunshine,106571,2014
"The Beatles for Kids - Morning, Afternoon & Night",Good Day Sunshine,106571,2020
The Beatles (The Original Studio Recordings) Boxset,Good Day Sunshine,106571,2009
Sgt. Pepper's Lonely Hearts Club Band,Good Morning Good Morning,71243,1967
The Beatles (The Original Studio Recordings) Boxset,Good Morning Good Morning,71243,2009
N/A,Good Morning Good Morning,71243,N/A
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Good Morning Good Morning,71243,2017
N/A,Good Morning Good Morning (2017 Remix),5307827,N/A
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Good Morning Good Morning (2017 Remix),5307827,2017
The Beatles - Getting Better All the Time,Good Morning Good Morning (2017 Remix),5307827,2021
N/A,"Good Morning Good Morning (Take 1 - Instrumental, Breakdown)",5307909,N/A
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),"Good Morning Good Morning (Take 1 - Instrumental, Breakdown)",5307909,2017
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Good Morning Good Morning (Take 8),3112241,2017
N/A,Good Morning Good Morning (Take 8),3112241,N/A
Anthology 2,Good Morning Good Morning (Take 8),3112241,1996
The Beatles (The Original Studio Recordings) Boxset,Good Night,123837,2009
Anthology Highlights,Good Night,123837,2011
The Beatles (The White Album),Good Night,123837,1968
N/A,Good Night,123837,N/A
"The Beatles for Kids - Morning, Afternoon & Night",Good Night,123837,2020
The Beatles (White Album) [Super Deluxe],Good Night (2018 Mix),4078843,2018
N/A,Good Night (2018 Mix),4078843,N/A
N/A,Good Night (Rehearsal & Take 34),5349824,N/A
Anthology 3,Good Night (Rehearsal & Take 34),5349824,1996
The Beatles (White Album) [Super Deluxe],Good Night (Take 10 with a Guitar Part from Take 5),4078612,2018
N/A,Good Night (Take 10 with a Guitar Part from Take 5),4078612,N/A
The Beatles (White Album) [Super Deluxe],Good Night (Take 22),4078613,2018
N/A,Good Night (Take 22),4078613,N/A
The Beatles (White Album) [Super Deluxe],Good Night (Unumbered Rehearsal),4078611,2018
N/A,Good Night (Unumbered Rehearsal),4078611,N/A
Abbey Road (Super Deluxe Edition),Goodbye (Home Demo),980274,2019
N/A,Goodbye (Home Demo),980274,N/A
N/A,Got to Get You Into My Life (Take 5),5373509,N/A
Anthology 2,Got to Get You Into My Life (Take 5),5373509,1996
The U.S. Albums,Got to Get You into My Life,106580,2014
Got to Get You Into My Life,Got to Get You into My Life,106580,2020
The Beatles (The Original Studio Recordings) Boxset,Got to Get You into My Life,106580,2009
Revolver (US),Got to Get You into My Life,106580,1966
Revolver (UK),Got to Get You into My Life,106580,1966
N/A,Got to Get You into My Life,106580,N/A
Rock 'n' Roll Music,Got to Get You into My Life,106580,1976
N/A,"Hallelujah, I Love Her So",210538,N/A
Anthology 1,"Hallelujah, I Love Her So",210538,1995
N/A,"Hallelujah, I Love Her So (Live in Germany)",4817140,N/A
First Live Recordings Volume One,"Hallelujah, I Love Her So (Live in Germany)",4817140,1979
"Live! at the Star-Club in Hamburg, Germany; 1962","Hallelujah, I Love Her So (Live in Germany)",4817140,1977
The Beatles (White Album) [Super Deluxe],Happiness Is a Warm Gun (2018 Mix),4078820,2018
N/A,Happiness Is a Warm Gun (2018 Mix),4078820,N/A
N/A,Happiness Is a Warm Gun (Esher Demo),4078577,N/A
The Beatles (White Album) [Super Deluxe],Happiness Is a Warm Gun (Esher Demo),4078577,2018
N/A,Happiness Is a Warm Gun (Take 19),4078650,N/A
The Beatles (White Album) [Super Deluxe],Happiness Is a Warm Gun (Take 19),4078650,2018
The Beatles (The Original Studio Recordings) Boxset,Happiness is a Warm Gun,1921,2009
The Beatles (The White Album),Happiness is a Warm Gun,1921,1968
N/A,Happiness is a Warm Gun,1921,N/A
Anthology 3,Happiness is a Warm Gun (Anthology 3 Version),3278393,1996
N/A,Happiness is a Warm Gun (Anthology 3 Version),3278393,N/A
N/A,Happy Birthday Saturday Club,2836743,N/A
N/A,Have A Banana!,210344,N/A
Live At The BBC. Disk 2,Have A Banana!,210344,1994
N/A,Hello Little Girl,210549,N/A
Anthology 1,Hello Little Girl,210549,1995
On Air - Live At The BBC Volume 2,Hello!,4696336,2013
N/A,"Hello, Goodbye",123868,N/A
20 Greatest Hits,"Hello, Goodbye",123868,1982
1967-1970 (The Blue Album),"Hello, Goodbye",123868,1973
The Singles Collection,"Hello, Goodbye",123868,2019
1,"Hello, Goodbye",123868,2000
The Beatles - At Home with the Beatles,"Hello, Goodbye",123868,2020
The Beatles (The Original Studio Recordings) Boxset,"Hello, Goodbye",123868,2009
Magical Mystery Tour (US),"Hello, Goodbye",123868,1967
Anthology 2,"Hello, Goodbye (Take 16)",5373558,1996
N/A,Help!,92584,N/A
The Singles Collection,Help!,92584,2019
20 Greatest Hits,Help!,92584,1982
Help! (UK),Help!,92584,1965
1962-1966 (The Red Album),Help!,92584,1973
The Beatles (The Original Studio Recordings) Boxset,Help!,92584,2009
1,Help!,92584,2000
Help! (US),Help!,92584,1965
The U.S. Albums,Help!,92584,2014
Love,Help! (LOVE Version),5171881,2006
N/A,Help! (LOVE Version),5171881,N/A
Anthology 2,Help! (Live on Blackpool Night Out),5373502,1996
N/A,Help! (Live on Blackpool Night Out),5373502,N/A
N/A,Help! - Film Script,1048388,N/A
The Beatles at the Hollywood Bowl,Help! [Live at the Hollywood Bowl],5376401,1977
N/A,Help! [Live at the Hollywood Bowl],5376401,N/A
Live at the Hollywood Bowl,Help! [Live at the Hollywood Bowl],5376401,2016
Rock 'n' Roll Music,Helter Skelter,1131,1976
The Beatles (The Original Studio Recordings) Boxset,Helter Skelter,1131,2009
The Beatles (The White Album),Helter Skelter,1131,1968
Tomorrow Never Knows,Helter Skelter,1131,2012
N/A,Helter Skelter,1131,N/A
The Beatles (White Album) [Super Deluxe],Helter Skelter (2018 Mix),4078836,2018
N/A,Helter Skelter (2018 Mix),4078836,N/A
The Beatles (White Album) [Super Deluxe],Helter Skelter (First Version / Take 2),4078618,2018
N/A,Helter Skelter (First Version / Take 2),4078618,N/A
The Beatles (White Album) [Super Deluxe],Helter Skelter (Second Version / Take 17),4078633,2018
N/A,Helter Skelter (Second Version / Take 17),4078633,N/A
Anthology 3,Helter Skelter (Take 2 / Edited),3278396,1996
N/A,Helter Skelter (Take 2 / Edited),3278396,N/A
Abbey Road,Her Majesty,107916,1969
N/A,Her Majesty,107916,N/A
N/A,Her Majesty (2019 Mix),5307751,N/A
Abbey Road (Super Deluxe Edition),Her Majesty (2019 Mix),5307751,2019
Abbey Road (Super Deluxe Edition),Her Majesty (Takes 1-3),4773374,2019
N/A,Her Majesty (Takes 1-3),4773374,N/A
N/A,Here Come's the Sun (Take 9),4773376,N/A
Abbey Road (Super Deluxe Edition),Here Come's the Sun (Take 9),4773376,2019
N/A,Here Comes the Sun,87577,N/A
The Beatles Ballads,Here Comes the Sun,87577,1980
1967-1970 (The Blue Album),Here Comes the Sun,87577,1973
Abbey Road,Here Comes the Sun,87577,1969
The Beatles - At Home with the Beatles,Here Comes the Sun (2019 Mix),5307741,2020
Abbey Road (Super Deluxe Edition),Here Comes the Sun (2019 Mix),5307741,2019
N/A,Here Comes the Sun (2019 Mix),5307741,N/A
Love,Here Comes the Sun/The Inner Light (LOVE Version),5172003,2006
N/A,Here Comes the Sun/The Inner Light (LOVE Version),5172003,N/A
N/A,Here Comes the Sun/The Inner Light (Transition),1170337,N/A
On Air - Live At The BBC Volume 2,Here We Go Again,4696123,2013
N/A,Here We Go Again,4696123,N/A
The Beatles (The Original Studio Recordings) Boxset,"Here, There and Everywhere",106572,2009
N/A,"Here, There and Everywhere",106572,N/A
Revolver (UK),"Here, There and Everywhere",106572,1966
Revolver (US),"Here, There and Everywhere",106572,1966
The Beatles Ballads,"Here, There and Everywhere",106572,1980
The Beatles - At Home with the Beatles,"Here, There and Everywhere",106572,2020
Love Songs,"Here, There and Everywhere",106572,1977
The U.S. Albums,"Here, There and Everywhere",106572,2014
Real Love (EP),"Here, There and Everywhere (Take 7",6251279,1996
Yellow Submarine,Hey Bulldog,123838,1969
Yellow Submarine Songtrack,Hey Bulldog,123838,1999
Tomorrow Never Knows,Hey Bulldog,123838,2012
N/A,Hey Bulldog,123838,N/A
Rock 'n' Roll Music,Hey Bulldog,123838,1976
1,Hey Jude,82381,2000
The Beatles Ballads,Hey Jude,82381,1980
The Singles Collection,Hey Jude,82381,2019
The U.S. Albums,Hey Jude,82381,2014
Past Masters * Volume Two,Hey Jude,82381,1988
Got to Get You Into My Life,Hey Jude,82381,2020
N/A,Hey Jude,82381,N/A
20 Greatest Hits,Hey Jude,82381,1982
Hey Jude,Hey Jude,82381,1970
1967-1970 (The Blue Album),Hey Jude,82381,1973
Love,Hey Jude (LOVE Version),5174574,2006
N/A,Hey Jude (LOVE Version),5174574,N/A
The Beatles (White Album) [Super Deluxe],Hey Jude (Take 1),4078621,2018
N/A,Hey Jude (Take 1),4078621,N/A
Anthology 3,Hey Jude (Take 2),5262452,1996
N/A,Hey Jude (Take 9),5463460,N/A
On Air - Live At The BBC Volume 2,"Hey, Paul...",4696332,2013
Live At The BBC. Disk 2,Hippy Hippy Shake,210357,1994
N/A,Hippy Hippy Shake,210357,N/A
On Air - Live At The BBC Volume 2,Hippy Hippy Shake,210357,2013
N/A,Hippy Hippy Shake (Live),4817112,N/A
"Live! at the Star-Club in Hamburg, Germany; 1962",Hippy Hippy Shake (Live),4817112,1977
N/A,Historical Notes,4710535,N/A
N/A,Hold Me Tight,123426,N/A
The Japan Box,Hold Me Tight,123426,2014
Meet the Beatles!,Hold Me Tight,123426,1964
With the Beatles,Hold Me Tight,123426,1963
The U.S. Albums,Hold Me Tight,123426,2014
The Beatles (The Original Studio Recordings) Boxset,Hold Me Tight,123426,2009
The Beatles Bootleg Recordings 1963,Hold Me Tight (Take 21),5343674,2013
N/A,Honey Don't,123803,N/A
4 By The Beatles,Honey Don't,123803,1965
Beatles for Sale,Honey Don't,123803,1964
Beatles '65,Honey Don't,123803,1964
The U.S. Albums,Honey Don't,123803,2014
The Beatles (The Original Studio Recordings) Boxset,Honey Don't,123803,2009
Live At The BBC. Disk 2,Honey Don't [Live at the BBC Disk 2],5403135,1994
N/A,Honey Don't [Live at the BBC Disk 2],5403135,N/A
N/A,Honey Pie,123831,N/A
The Beatles (The White Album),Honey Pie,123831,1968
The Beatles (The Original Studio Recordings) Boxset,Honey Pie,123831,2009
N/A,Honey Pie (2018 Mix),4078839,N/A
The Beatles (White Album) [Super Deluxe],Honey Pie (2018 Mix),4078839,2018
N/A,Honey Pie (Esher Demo),4078588,N/A
